Content,Emotion_predicted,Emotion_actual
need to ban together and recognize that we aren t always go to agree but that s ok tcot,worry,sadness
Bummer I know LOL I actually do more party when i be in school then out of school I think it somehow help me hahaha,happiness,worry
I m sad you get one hide it LMAO,sadness,worry
a failure i just eat a char siew pao just when i think i can skip dinner and go along my non existent diet,worry,worry
finish all the Mikados Should shut up now lol,happiness,happiness
go home I ve seriously have enough,worry,worry
mzfuller8 mynervouscharm littlebirds i hope you all have a happy mother day,love,love
ew sorry zach,worry,sadness
unaffected warpdesign cianan Byebye web buddies The cub look so sad SRoach I have no idea you be BigToach,sadness,worry
TonyaRae Getting dizzy Going to have to lower my original raise Please don t think any less of me,worry,sadness
if you look at the js code in facebook you will notice a few js function nahh just kid a buddy tell me,worry,happiness
don t know what to wear,worry,worry
get home go to totoro cafe finally for the first time ever i like it what a colorful place such a happy atmosphere,happiness,happiness
hi 80th fallower,happiness,happiness
Allah I get scare tell you i start have anxiety,worry,worry
Top Gear UK how I love thee,love,love
like crap today Hopefully a nice relax swim will do the trick,happiness,sadness
awe yeah it s more fun revise with others but you get distract easier gt lt yeah I m tire revise history,happiness,sadness
whatchu goin as Monsterpalooza s this weekend for us on the no Ink i win t be a stress contestant this year Miss U X0,worry,sadness
to some music kate voegele be really great,happiness,love
tell I get a good chance at gettin the job I be so so excite omgg When I come back I want too,happiness,happiness
life as you know it doesn t exist anymore,worry,sadness
I really haven t get the hang of these hash tag have I,sadness,worry
twitties Heading to college just back from the docs god I m hungry streching my ears again today 10mm payday I love you,love,happiness
all the show be sell out so I have to wait til tomorrow or sunday,happiness,sadness
my godd vodafone trouble no network,sadness,hate
Thank you,love,happiness
who can do it like we Noboddyy,happiness,worry
Yeah I be kinda bum but tell them I m gon na miss them too I love your class You guy make student teach fun,sadness,sadness
get a dentist s appointment soon The drill feel like I ve get my brain in a blender not look forward to it,worry,worry
Orli you be now famous in Houston take a look,worry,happiness
up coffee in hand with laminate floor to lay then Footy to watch and play live the dream,happiness,happiness
mornin twiggas,worry,happiness
laugh at today for be too hopeful with the things,happiness,happiness
I heart Mela so so much cept last time I go they book us in on the Saturday instead of the Friday and wouldn t fee us,sadness,sadness
Christine and I m a friggin shopaholic Check out my new coat Had to promise someone I wouldn t spend for 2 weeks after buy this,worry,happiness
just say that our trip to UK be cancel due to da swine flu Ooops Sorry abang,worry,worry
give a homeless lady name Ruby an Ice Cream sandwich and a cigarette That be my g00d deed for the day p,happiness,happiness
Mothers Day,love,love
Cool a VERY productive day I just get a spot as an extra in a feature film that be film tomorrow AWESOME week all around,happiness,happiness
Family friend It s good for the industry i plan on go into Far FAR away from Ohio I hate it here,worry,love
I feel the same way but I guess no matter where you be there will always be memes,worry,sadness
all just into the office now,sadness,love
be my anthem right now don t leave me high and dry,worry,happiness
Mom s day to your moms,love,love
ha ha surprisingly well consider Having a good time in the sun up in the mountains,happiness,happiness
of my most hat job Clipping coupons amp go thru house top 2 bottom amp make grocery list Took forever amp now major shop trip,happiness,hate
fun at her b day celebration,happiness,happiness
Ojee That suck,hate,hate
Chabibi It s a long run joke I don t give a fly fuck if anyone follow me at all,worry,worry
I be at my office now dude yeah get one come on let s go live geez all u need be time to practice U ll get use to it,worry,love
Aw poor thing,worry,sadness
everyone be have an amaze bank holiday monday NO WORK,happiness,love
she see her bestie today,worry,worry
Awe Man I hope someone turn it in,worry,worry
CelebXXVidsYH and AyBygW Thanks for follow,happiness,happiness
suck so far god please make it betterr,worry,worry
u want to change the fruit u will first have to change the root If u want to change the visible u must first change the invisible,worry,worry
a great day beach BBQ with old friends it s crazy that I m old enough to have old friends amp learn how to play texas holdem,happiness,love
so excite for you and Paris ooh lala i look forward to know you a long long time lovely hug n kiss g,love,happiness
Yo what happen to my invite,worry,worry
WHATS THE VIDEO I CANT WATCH IT,worry,hate
feelin it,sadness,worry
rain and it suck so much because it s the second day in a row,sadness,worry
man Half Term isn t long enough lol,worry,worry
mother s day to all the mommies,love,love
if you like those cookies you be go to LOVE my cookies Lars Tetens cookies that be You come to see us on 5 16,happiness,happiness
stomach be kill me do I can t sleep,worry,worry
day go on and on i think im gon na write a song about it still think itï ½s impossible for me to get a true friend why,happiness,sadness
Sissy and I go to a Bridal Shower tonight crazy women,happiness,happiness
be gud enuh hun be jus sayin hi n hopin that ur avin a gud nite so far HAPPY LADIES DAY 2MORO THEN be dat better,happiness,love
sound like Jeff have the best job in the world,love,love
i tink he be not cuming bckk,worry,sadness
it be joke me love the mag really,love,happiness
thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran Cherry juice go FML moment,worry,worry
that burrito and toaster strudle sp be just a tease im still hungry,worry,worry
coca cola in a bottle New favorite thing No high fructose corn syrup sugar be so awesomely old school,happiness,happiness
to go to my boo s pad,worry,sadness
nice I wish twitter would tile mine,happiness,sadness
sorry I misspell twice already Im notgiving you up just have to run,worry,happiness
May Bank Holiday British Peeps,happiness,love
back to the dentist today All I want to do be bask in the sun,worry,worry
hurt and I feel sick and I have to go to work tomorrow,sadness,worry
aww no which one,sadness,sadness
her mum very much Happy Mothers Day to all the wonderful mother out there,love,love
video in the van I m a little hungry and depress that I didn t see Up yet,worry,sadness
im not a doofus it could happen wahh im on my break,worry,sadness
for the bus The bus be go to be uncomfortably hot I bet,sadness,worry
an external hard drive I don t have enough money lt I don t wan na give up my music gt,worry,worry
nutella croissant mango melon coffee and a lovely stalk of iris for breakfast in bed courtesy of N Have the house to myself til noon,happiness,love
the show Check PB amp J Check Writing my play Check The simple joy be still here even if the greatest be go,happiness,happiness
what I think ur go somewhere that s why I didn t invitw u,worry,sadness
be do that quot not open download apps quot thing and I forget my cord at home,worry,worry
from hospital Doc say I ll live,worry,happiness
the best night I ve have in a while,happiness,happiness
i want a zune but i loove my pod hahah,love,love
i run the mile to mcdonalds and run the mile back would that burn off a double sausage and egg mcmuffin lol,happiness,happiness
I want to talk with but the call be so expensive I LOVE YOU,love,love
Howdy do I m just live my life and love it How s you,love,love
update temp of 40 Suspected infection Antibiotics give Appt tomorrow to check temp again finger cross fb,worry,worry
to work today but I don t even mind,sadness,worry
ahh i hate math right now we r do something so hard that we just learn today lol,worry,hate
andy It s great this be About to wall over to the first day of An Event Apart So exciiting How r u mate,worry,happiness
Looks great Love the way they do the bottom,love,love
should sleep I ve get like 5 6 hours to sleep before work Then I ve get Tuesday Thursday off sweet,worry,worry
a grey bank holiday Watching Wallace and Gromit cheer me up,happiness,happiness
I love family guy 2 hours of work to go,love,happiness
haha sound like your go to have heap of fun xx,happiness,happiness
its annoy when i keep get twitter error message from my mobile,worry,worry
My besties If only ddlovato be there on Twitpic via,worry,love
very irratated,happiness,hate
Quinn cstm hehehehe not go to the prom buaa,happiness,happiness
pntbtrkisses I agree with it s not worth it block them amp let Twitter police know about harrassment,worry,sadness
i just install twitter fox I be tire to keep refresh my browser,worry,hate
Hi Im Barb frm IA New to tweetin Enjoy read ur tweet U seem like a wonderful person I KNOW ur a wonderful actress,love,love
Mothers Day,love,love
Haha I m convince you d be great at it,happiness,worry
day ya ll happy mom s day,love,happiness
up early do a shit ton now im head to cherokee park to run and walk,worry,sadness
Uploadinng The Videos I Took On MySpace The Showw Was Awesomme,worry,happiness
and why can t toy story come out this june,worry,sadness
hey just put it out there you should come to townsville next year elton john come in 06 n love it it be great,happiness,happiness
look forward to the read this post as I like your no bullshit write and often learn a few things,worry,hate
miss k_ris punking me everytime we hang out and effnng me up,sadness,happiness
good morning misfit pass you Tylenol,happiness,sadness
haha aww hun i bet you be more creative than me,happiness,happiness
should be not a wink gt lt,worry,hate
get nothing witty to tweet,sadness,sadness
will be the highlight of my day I ve just have an old man lecture me on the greatness of the Telegraph What an idiot,worry,sadness
40k Space Marines officially announce only for 360 and PS3 No luck for PC gamers,worry,sadness
yeah I ve be there my son be two so we go to only the kid friendly place now congrats on the baby,happiness,happiness
hope the studyin go well,worry,happiness
no adult school again,sadness,worry
I ve get my essay plan write out now Looking for a couple of reference then I ll get write,worry,worry
time in weeks to see the clear blue sky,sadness,sadness
brilliant Best tool of the year,happiness,happiness
have me feelin like crap,sadness,sadness
i tell them it s facebook minus everything but the status update,worry,worry
have to study,worry,worry
a great family party for our 14 y o What a great family that God give us Esp those we choose,happiness,love
allow a calculator for this exam despite it contain laths that be impossible to compute in my head,worry,sadness
I aint get no money to buy any cred to call u and be in lONDON,worry,worry
JEALOUS I desperately wan na go shop but alas I have no cash,sadness,worry
pleasee it be the only thing I want for my birthdayy please say happy birthday to me,love,worry
a very stress mood,worry,worry
you know call of duty have a scenario game call quot Nazi zombies quot it s awesome and scary at the same time,happiness,happiness
I wish but nah babe back I home in the ATL,sadness,sadness
noes The TV be break No red standby light or anything check the plug fuse now to the inside,sadness,worry
ever have that heavy feel of sadness in their hearts Thats my case rite now,sadness,sadness
the apartment nothin to do a little hungry,worry,sadness
cool you be here too hi sam how be you,happiness,happiness
I need a hug Got ta find another place to live and a new job,worry,worry
deffinately need to clean my bookbag but no time i need to leave in the next 5 second to not be late to school oh well,sadness,worry
Thank you Kirst your post on run inspire me,love,love
freshalina Hey everyone I just mix the first single quot Why R U quot I m soo excite,happiness,happiness
Just check out SPB This mobile application rock have a gr8 potential go forward be a quot must have quot 4 Windows Mobile users,happiness,love
morning It s 12 00 I think it s time for breakfast,happiness,happiness
some coffee Getting serious withdrawal symptoms,worry,worry
twit twitter try to quot legally quot watch a movie online its not happen,worry,worry
why do the folks at Microsoft do MS Word 2007 to me I can t believe I just spend 10 minutes find auto correct options,worry,worry
fun at the Airshow with the boys today exhaust,happiness,happiness
Ok that s not true Plus you re insult me say that I m insult you I ve be try to cheer you up Butï ½nadaï ½,worry,sadness
one over only one more and two page of an essay leave,worry,worry
It s my mum s LOL They haven t get me anything yet Sad Sad haha,sadness,sadness
That s what I say about star trek very cool,happiness,happiness
no holga for me probably,worry,worry
wait for this weekend I need a break,worry,love
steph must keep me update when it s ur turn,worry,happiness
happy birthday amber hope it s a great one and you re far away from thirty shh you re make us 29 ers feel sad,happiness,happiness
There go Now I m go home Make me sad to leave the mall,sadness,sadness
very much excite to go back to school,happiness,love
have the last supper with his little angel,worry,love
have the worst week things really do happen in threes,worry,sadness
Cool No wonder you didn t sleep much,worry,happiness
wish I didn t have to work two job,sadness,worry
i wish you be in my class last year,worry,worry
Birthday Mommy,love,happiness
Yogurting Home from lady Mona s on the fone w no song from Yoplait Lookin forward to hrs w tmorrow amp rehearsals Gnight all,happiness,happiness
Have a great weekend Mononoke I may be tweet from inside the movie theater either Monday or Tuesday lol,happiness,happiness
have cystic lacrimal infectection my eye and face be swell and it hurt,worry,worry
aww poor leg send virtual hug x,worry,sadness
at a carnival for my music video It remind me of the Cherry Festival that I use to go to back home Ahh memories,happiness,sadness
haha yup but still have a terrible headache and super swell and puffy eye i dont think im go out today ugh,worry,worry
feel so bore i miss school time,sadness,sadness
Happy Mother s Day to the only mother I have on my list,love,happiness
there s a power cut,worry,worry
oh noo i cant see it,worry,worry
twin girls bear on this beautiful May day,happiness,love
funny u havent show me any love yet at all,love,love
a long day So much fun though tomorrow will be just as much,happiness,happiness
haha it s great but i sleep horribly last night,happiness,worry
frustrate why can t my coach realize that time be hard ain t nobody get the money to buy cookie dough for no new uniform,worry,worry
begin to get way too hard to please all of my friends at once,worry,sadness
i don t know why but i can only find miss match sock during winter i mean where do they all go,worry,worry
Hi Katie Just sign in How be you sweetie,happiness,love
100th post dedicate to Sarah sunny weather and my love for that Snakes On A Plane Bring It song that should have die already,love,happiness
in the mix on the Galaxy weekend Love d my Friday show Sweet Make the most of this one if your listen,love,love
Aw well im sorry you don t like July for those reason,worry,sadness
you should come out,happiness,happiness
Far from it Bali a wonderful place but wouldn t have such music Not that I have ask Should I,sadness,love
via Christopher Moore quot You Suck quot hmm tja suck,sadness,hate
hey hey andrew haha P well happy mother s day to your mum,happiness,worry
This weekend Haha yeah I m free Oh be Satish share with us too Oh and which day Friday or sit,happiness,happiness
When be you guy come back to do a tour in Oz I miss you when you be here earlier this year Made me sad,sadness,sadness
I DIDD I MET THEM AGAIN,worry,happiness
get my money Too bad it go to bill,worry,sadness
from Traveller s Tales hold a farewell party for me but I kinda disappoint them that I would still be here until Sep My fault,sadness,worry
i hate the rain and septa and leave my dog,sadness,love
ahh ching chong wing wong ping pong ding dong,worry,worry
nice beta for easports still no news on the online for madden,worry,happiness
I ll try but silly silly tweetdeck be mean to me again,happiness,worry
AWW we re gon na miss you,sadness,sadness
twitter do not suck missy love you,love,love
Good Morning Hope you have a great day,happiness,happiness
cramp sit in bed with a hot water bottle have some hot milk amp toast i feel like a wi girl again minus the stomach cramp,sadness,sadness
anyone go photograph today I manage to get a few macro shots of some flower that be bloom,worry,happiness
like escape the fate alot tonight excite for ESTK NemoNemesis,happiness,love
Help i need the stalker police can you give me their number,worry,worry
be pretty interest actually Gon na finish watch it probably see star trek tomorrow lt 3 ZQ lol,happiness,happiness
be awesome soo tire bye ps happy momma s day,happiness,worry
AHhh FCUKK i miss out AGAIN You must fill me in with the deetZ see you tonight,sadness,worry
just wan na say happy mother s day to all the mommy s out there,love,love
on life decisions bottle of wine be my lucky eight ball tonight,sadness,worry
have a bad night at work,worry,worry
always taste better when some one else pay for it,happiness,happiness
Eh it s alright nowhere near the same quality as a standard keyboard but still useful,happiness,happiness
kinda nervous when there be a virus find on the computer,worry,worry
I m on blip but can t get it to work on me iPhone,worry,sadness
I select 4 people today out of my list Out of 300 or so I pick the 4 that make me laugh,worry,love
let s tweet again tomorrow honey,worry,love
LOL yourock,happiness,happiness
sad coz i wasnt able to play with the guy,worry,sadness
sometimes feel like the only person in the world without an iphone,sadness,sadness
probably not I hate when that happen,hate,sadness
world,happiness,worry
Oh no hug,worry,sadness
LoL Clever I m Extremely Jealous Of The Amount Of Followers You Have I Only Have 24,worry,sadness
tonights TV view BGT or HIGNFY and Reggie Perrin Wont be tweet however as MiniC have hide iPod,worry,happiness
Real Detroit Weekly not have a website Oh the horror the horror,worry,worry
love the half day If only it wasn t rain Soccer Practice tonightt,love,sadness
be sick,worry,worry
i would marry Travis Pastrana in a second hes not that attractive hes just the sweetest thing and what he do be attractive ha,worry,love
yesh lawl,worry,happiness
sick all week and still not feel so well can t go to Lena s cook out Gunna spend some time with the fam,worry,worry
get a bunch of present in the mail from my mama So excite to open them on my birthday 3 more days,happiness,happiness
aww boog u aint be on in a min hey to ya but that s whats up enjoy ya ll selves especially your lil cousin,happiness,happiness
so sick bad throat and the WORST toothache good thing i work in a pharmacy load me up with drug,worry,hate
cold fuck,hate,hate
night of not sleep,worry,worry
try so hard to not worry and be at peace despite her circumstances but wonder why some christians be the ones make it so hard,worry,worry
Oh I m sorry hun XX I m fine thank kid be drive me nut but hey ho they re back to school on Monday,worry,worry
erronious Some of yr coworkers hog the jukebox Union Jacks,worry,hate
nice new profile picture Glad to see some friends in there,happiness,happiness
have start to fear weekend since join German class,worry,worry
mother day i love mi madre,love,love
ready for a plate of pancakes,happiness,happiness
that sound delicious,happiness,love
want to buy me this anthropomorphic planter Only available till the 31st,sadness,worry
thank But umm can t find that option,worry,worry
Cheers Wish I have more fonts to play with,happiness,happiness
Ellen Love her then do the dish and tan it s gorgeous out,love,happiness
aw babyy i m sorry i gots too excite haha lt 33,happiness,happiness
also here s a clip of the new moon trailer that i can t watch cuz i m at work,happiness,sadness
so sorry for let her down,worry,worry
Oh it s so beautiful I m happy you have a great time Heartz,happiness,happiness
painter paint picture on canvas But musicians paint their picture on silence Leopold Stokowski,happiness,worry
back to fuck school,hate,hate
lose ARGH But HP game even be much fun,happiness,happiness
okay thank,happiness,happiness
Yeah it suck i try to ask a Q 2 But they never answer But i love it when joe hug nick,sadness,love
You ve make me look at old picture of my cat I want them to be kitties again,worry,love
What r u stressin bout mare,worry,worry
back hurt have a heat pad on it stupid ladder y do you have to collapse and make me fall on my back bum,sadness,sadness
For me everything ok except install crash at the end and now Safari crash at every cmd Q,worry,worry
We should have a twitter reunion it would be awesome to meet you all lol iwonder howd iget that to pull off,happiness,worry
rain go away have to cancel my pool plan tragic,sadness,sadness
be the sun,worry,sadness
excite,happiness,happiness
oh dear thats not good I hope you get through it all with a smile,happiness,worry
p s UV ray be just as strong with cloud as with regular sun sometimes stronger just FYI,worry,sadness
martini go food shop without me,sadness,worry
tough be a thick chik,worry,worry
Other people have their Glasgow ones stand and seat for all nights,happiness,love
you re as lovesick as I be give me a call we should go bowl and complain about love,happiness,sadness
omg i know and it ruin my weekend suree if you want too,worry,sadness
have opt to strike May 12th Altaf bhai to unveil what really happen in Karachi,worry,worry
old skool fall out boy vids,happiness,worry
Thanks for the follow man,happiness,happiness
be Gloomy outside It be make me sad I miss the sun and its happiness,sadness,sadness
have a cuppa and chill i lovebank holiday mondays,happiness,happiness
I forget that be tonight Was plan on head down to the Cask that might not be such a good idea,worry,worry
economy thing be get us down I stay positive mostly but sometimes it really get to me Hoping Todd get work soon,worry,worry
time,worry,sadness
it s starwarsday,happiness,happiness
Aniya66 yours wasn t there,sadness,worry
my new lens isn t work It work for a bite and now give an fEE error,worry,worry
i think so well u re lucky,happiness,worry
to Kitsilano for a BBQ this weather be b e a UTIFUL x,happiness,happiness
a rim I m get good at this o_O,happiness,worry
But then you might end up like that poor bus driver And this be kinda weird but I wish I be there today o,worry,sadness
hahah hopefully enjoy your day,happiness,happiness
Sorry you be have a bad week I feel like if I could get good sleep I would be so much better too Fog,worry,worry
the rosary with my family,worry,love
Thanks for the tip Unfortunately a major crash in my site just as ExtPlorer,worry,happiness
finally learn how to think before he speak And it work wonder,worry,happiness
genehiga Your studio and Bogie become one of your best friends after you guy start it,worry,love
IM SOWWIE I WAS A LIL LATE LOL it look good though,worry,happiness
be plane ticket so expensive,worry,worry
i always love fifth and tomorrow be 5th dance,love,love
I didn t realize my seat be so far back I hope I can enjoy the show enough for what I pay for the ticket,worry,worry
today go any slower Time be just drag by,worry,sadness
laptop be go to die its not work,sadness,worry
you have tease me with movie night,happiness,sadness
quot Happy Mothers Day quot,love,love
find my shoe hope its as bad as itll get 2nite im happy,worry,worry
cool catch you laterz,happiness,worry
go to work an amaze charity event for big brothers big sisters i don t mind work if its for a good cause,worry,happiness
hahahah lols you have fun with that aye i have the div too the experience but i love my spongebob L,love,happiness
UGH I miss the POTUS MY Five Guys 2 block from my house and 3 block from my job,sadness,worry
house bind with acute mumps bad time whole day ov supernatural me think x,worry,worry
Grey s day everyone Oh I miss Grey s,sadness,sadness
24hrs time I will be at uni wait to start my 1st exam scary I be work hard this morning though and feel ok about it atm,worry,worry
Ohh thank bubble We have some of your things you leave here We be go to send them before we go Missing youu,happiness,love
bretty but yay phils,happiness,sadness
5 children and it i really should be study I ll start soon,worry,worry
a new french girl in Twitter And I speak English very bad,worry,worry
ego_assassin suck about your cat hope you guy feel better,worry,worry
for the loss dumbface him not u what u up to on the wknd i wan na see ya,worry,love
morning to all and welcome new followers,happiness,love
Hes away longer then me Im only away for a few hours,worry,happiness
sisters in laws house car and tree get hit by lightning last night Aint that some shit lol its on the news aww me sorry,worry,worry
you guy can match cute PS when be you visit LA,love,happiness
out but work in,sadness,sadness
be mother day so good food amp present for mom good to be back amp go to the junction with the coolest people at ollies,happiness,love
Sounds good Say hi if you run into me there I m always always have coffee there,happiness,love
aw that sound amaze But I think I have work Thank you for invite me though,love,sadness
until tomorrow Did my run and spin Now time for chiropractor laundry shop and visit family Missing nathan,worry,love
I get ta work tommorow tho,happiness,happiness
930a 730p today 1 5 hour lunch 8 5 hours work Overtime good The fact that I m already dead tire very bad,sadness,sadness
There s nothing good on tonight anyway Sigjeans,happiness,hate
Yes we will We should maybe do it in a DM though so we don t annoy our followers Thought of that too late Good night,worry,worry
oh get well soon Alexa take some rest,worry,worry
Would applaud self validation for all sort of good theological psychological amp sociological reason But agree lighten up,happiness,happiness
thank for the follow,happiness,happiness
I m game too bad your leave HI,worry,worry
hurt and upset and try to smile when i feel break inside,sadness,worry
Not today Rach,worry,sadness
Yep Sleep fail In another 7 8 hours it ll be D amp D fail,worry,sadness
I could only update my status in just one place,sadness,worry
lmao I m glad I m not the only one,happiness,happiness
my new job start I m so happy,happiness,happiness
forget it s Mothers Day today guy But a smile on your moms face by give her a call,love,love
don t even want to go to the store to get ice cream i waste a cute outfit on sit on my ass on twitter,happiness,sadness
I have yet to understand any sentence u have ever type but it s kinda fun like learn a foreign language amp I love to quote u,happiness,love
week and 1 one day to go,happiness,happiness
a good day The lake be a mirror the kid be happy and I get to clean the cabin today Err two outta three ain t bad,happiness,happiness
tweetup loc but don t recognize anyone be outside in turquoise shirt Please see me g4c09,worry,worry
good stuff thank,happiness,love
Decaf I can do some teas late but never coffee Id fly around the room Justin Timberlake host FUNNY sketch w Samberg,happiness,happiness
I fail in my assassination attempt on Louis re,worry,sadness
I can get that app after all,worry,worry
morning have to get ready to go to the hospital and get a cat scan best wish to you,worry,happiness
i wlda see it wit you dummyhead,happiness,love
it s not,worry,sadness
why do u feel shit Nerves I trip over that plastic telescope at 6 40 be yesty I fell into the wall my head still hurt,worry,sadness
lol good luck with that love your vid for YBWM,love,love
they have nice cake why can t I like them Haha and you should That s soo gayy though,happiness,love
for the Denver game to come on but i dont think their gon na win it Lakers suck lol p,worry,sadness
believe this Shit I ve spend 30 minutes for for a snicker ice cream Seems like no one do then anymore,worry,worry
hahaha Yes I do,happiness,happiness
so i feel like shit for say HAPPY BELATED BIRFDAYY i m only a month late,worry,worry
Dallas I have a few Questions for you but can t direct to you cause your not follow me,worry,worry
didn t make madrigal I don t think i make womens chamber i don t even think i remember to mark it on my audition form im depress,worry,worry
bad day,sadness,worry
don t hurt me I mean it in a good way,worry,worry
MOTHERS DAY TO ALL THE MOMMIES,love,happiness
I be go to go to london for a week then have to change my ticket I would have be there right now,worry,worry
okay just eat cookies amp amp not share with me lol,happiness,happiness
WASSUP BEAUTIFUL FOLLOW ME PEEP OUT MY NEW HIT SINGLES WW MYSPACE COM IPSOHOT I DEF WAT U IN THE VIDEO,happiness,happiness
be only 2 years and she s the funniest thing when she be dance she s soo happyy,worry,happiness
be listen to music really happy about librefm audacious combination here s my profile,happiness,love
KoRn You guy be champion of the world,happiness,love
Well thank you darling it be a pleasure shop with you you will see the first pics,happiness,love
disco be PACKED,worry,worry
no it s just go to be me we couldn t come up with enough money to get his ticket,worry,sadness
the hardest thing about be a Christian be to put God as first in his life I need help,worry,worry
oh noo do he not get through,worry,worry
i can t believe you re come near me but to a place that i can t get into i love you Jenny,love,love
Congratulations You two be adorable Beautiful ring too,happiness,worry
hate work nights cos I m not really able to enjoy this gorgeous weather as I will be asleep,sadness,sadness
morning finally a day of sunshine for my summer hol away to watch the footie in the sun x,happiness,happiness
unfortunatly just about to start make my way home but via Singapore for a gig too so fun ain t over just yet,happiness,worry
lol same here wish there be a way to microsize everything lol,happiness,happiness
yeah girl you betta be on twitter i miss you jealous of jen s limo ride,sadness,worry
play World in Conflict because the computer be run too slow,worry,worry
I m go to the show in Amsterdam Can t wait,happiness,happiness
the weekend its sunny and I get another puncture,happiness,hate
tire and cold and runny,sadness,worry
you call me didn t get that nest time for sure maybe i ll come to LA soon i hella wana go to Disneyland,worry,happiness
I sleep in now I have even less weekend to enjoy off to Azeroth bbl,happiness,hate
I be just angrily tell I be extemely abusive mentally emotionally amp physically It make my day Nightss,happiness,sadness
Tonight be fun thank,happiness,happiness
Where d that come from No pup for now But certainly in the near future Maybe a beagle It depend I do muss my fatboy,worry,worry
Hey quot Cameron quot I know it be amaze and I have sunburn too So my mum isn t happy amp my throat kill Still lt 3 it,love,worry
Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day smh Niterzz evry1 Don t let the twitterbugz bite,worry,worry
hey Bow when yu comin baxx 2 thaa 614 we miss yu hun 614 all day,happiness,worry
today i buy a ticket but im not go cause i dont have a dress my hairs not do ect suck cause its gon na be awesome,worry,sadness
LOL I know what ya mean Watching everyone else act a fool be much better the not remember act a fool yourself,happiness,happiness
she wuz my best friend,happiness,sadness
be tire of my phone Walkman work like a charm but l need better video and wap really Thanks for yesterday and for buy my album,sadness,love
cant to sleep and tomorrow i must wake up too early,worry,worry
lol i like challenge the more impossible the more i want to try,happiness,happiness
im excite for those pics send me urs w him too i lt 3 photoshop lol,happiness,hate
I wish I know Trying to figure something out here too,worry,worry
content with my life at the moment,happiness,happiness
Oh no I m so sorry I hope you re back on the bike soon,worry,sadness
to get purrtty wink,worry,worry
LOL I feel like drink right now,happiness,happiness
to work on a beautiful sunny day,happiness,happiness
else go train trip on National Train Day Leave a comment of your adventure on the site,worry,love
be you ready to cry its go to be a long day of reminisce,worry,sadness
everybody i m have my lunch break at work and enjoy a nice cup of coffee,happiness,love
babe i m just fuckin around just bore no need to worry,worry,worry
for Mother s day at the GKR party and teach mom and dad about baseball,happiness,love
miss to answer his IM AGAIN For the nth time This be make me sad Whenever he IM which be all the time I be always out,sadness,sadness
nup no cd either just a whole bunch of zero and ones you can have for free,sadness,sadness
Thanks for try Done just that and no good If I can t fathom it I ll take it to Apple Store Sigh,happiness,sadness
yeah that doesn t sound very good,happiness,sadness
to all Graduates Such a Beautiful thing amp Big Deal I wish i cudve attend my lil man Ryan Kdg Graduation Feel verY Sad,worry,worry
yeah its still totally in the high 60s here soo notlooking forward to aug and sept up here,worry,worry
twitterbugs nothing like a loong lie in,worry,hate
THANKYOU lt 3 iloveyoutwoo,happiness,love
thank u 2 Idk if Im go or not I don t feel like get all dress up and do my hair LOL,worry,worry
too hot Thermometer show 25c at the moment,sadness,sadness
it s rainy in Georgia what do I do Wear bright color and hope the sun come out I m doubtful that this be go to work,worry,worry
find Spinning Top instead of outtamyleague mp3 pardon me sir but i promise i ll buy a copy of the cd i m save up,happiness,worry
if you don t mind change your profile pic with a picture of you in UK It ll be fun,happiness,happiness
Aw man,sadness,worry
get they eye on me and i aint talkin bout da BM when i say i get 745 on me,worry,worry
everybody,worry,happiness
now know more than I ever want to know about the extinction of frog,worry,worry
my macbook s recharger that mean nothing but Pratchett for me today,sadness,worry
blah and boo i dunno wan na go to work HANGOVERS SUCKK Im a drink mess,worry,hate
when everyone but the one i want to text me be texting me,sadness,hate
children have promise me birthday brekkie in bed There s a problem with that in that there s bugger all food in the house,happiness,worry
hang with Bryant amp amp Hailee possibly Lafayette tonight nd i don t know why i keep update this because i have 0 followers,worry,worry
haha well then maybe u shouldn t be so weak hehe jks xx,happiness,happiness
some of a new song today u wont hear it for a long time thoo we might play it at show tho so comee,happiness,love
love my brothers I miss them I see them tomorrow They be my rock,love,love
Luke M here thank Ps Chris Ur husband be pretty cool I reckon Sorry u be feel sick and hope you feel better soon,worry,worry
from cycle 20 miles on virtually traffic free roads the sun almost shin new PB great start to the day,worry,love
seriously need to live somewhere fabulously queer i miss be around gay people,worry,worry
wan na watch PCD concert dad,worry,worry
hey rocstar,happiness,worry
Great night,happiness,happiness
piggy die she can t catch a fuck break man,worry,sadness
for Hetzner to fix my server Seems like Interspire SendStudio cause the problems,worry,worry
Happy Mother s Day my friends make the video,love,happiness
and move my dad home when he should be work im due to work at 12,worry,worry
think today I shall listen to some Gary Numan before start some remixes,happiness,happiness
LOL poor cubbies brewers on a roll my rangers lose but my Leafs win,worry,happiness
Mother s Day to all the mommies out there be you woman or man as long as you re momma to someone this be your day,love,love
up with apprentice last night poor Howard it be Lorraine s turn to go,worry,worry
wheres the music mann my inbox be still empty,happiness,hate
white despite be out for age in the sun,worry,sadness
I m an iPhone owner so I don t really have a choice on which media player I use FYI Apple make terrible Windows software,worry,worry
i really hate that medicine,hate,hate
no i havent get mine yet do u get yours,worry,worry
bore of walk up and down the stairs,worry,sadness
lonely in need of company,worry,sadness
poor goose,worry,worry
do the beach have to be so far away from atl need beach need beach,worry,worry
